source,target
A26891-0,A52236-0-0
A26891-0,A8015-2
A26931-0,A30929-0
A26931-0,A39857-0
A26931-0,A4525-0
A26931-0,A48846
A26931-0,A52255-81
A26931-0,A52286-47
A26931-0,A52371-0-0
A26931-0,A7997-5
A26934-0,A49676-3-3
A26934-0,A6131-0
A26934-0,A6744-1
A26934-0,A7939-0
A26935-0,A33901-1
A26935-0,A45085-1
A26935-0,A7305-0
A26944,A28456-0
A26944,A36124-0
A26948-0,A32130-0
A26948-0,A38707-0
A26948-0,A45976-0
A26948-0,A5152-0
A26959,A36006-0
A26959,A52311-1
A26959,A6744-2
A26978-0,A42727-1
A26978-0,A47311-0
A27007-1,A5717-1
A27007-4,A3060-0
A27008-1,A27017-1-0
A27008-1,A27017-1-2
A27008-1,A27922-0
A27008-1,A28114-0
A27008-1,A28114-3
A27008-1,A43975-5
A27008-1,A49682-7
A27008-1,A50081-3
A27008-1,A51599-0
A27008-1,A52213-0
A27008-1,A52271-0-0
A27008-1,A52373-0-0
A27008-1,A8158-0
A27008-1,A8504-1
A27008-1,A9042-1
A27008-1,A9047-0
A27008-30,A49673-2
A27008-6,A33939-1
A27008-6,A42783-0
A27008-7,A42783-0
A27009-39,A28115-7
A27009-39,A39739-0
A27009-39,A43662-0
A27009-6-1,A44339-1
A27009-8-1,A42764-0
A27009-Unknow4,A35671-0
A27009-Unknow4,A51340-2
A27009-Unknow4,A52271-0-0
A27010-2,A27047-5
A27010-2,A27354-1
A27010-2,A27925-18
A27010-2,A37684-3
A27010-2,A45076-1
A27010-2,A46776-0
A27010-2,A49682-0-1
A27010-2,A52253-16
A27010-2,A8006-2
A27010-29,A28180-1
A27010-32,A52312-4
A27010-33,A49673-0
A27010-7,A27322-0
A27012-15,A30355-0
A27012-15,A31944-0
A27012-15,A41933-1
A27012-15,A4976
A27012-15,A50950-16
A27012-15,A52067-0
A27012-15,A52247-0
A27012-15,A52252-28
A27012-15,A6716-0
A27013-17,A28694-0
A27013-2,A27025-0-0
A27013-2,A27027-65
A27013-2,A27464-95
A27013-2,A35143-2
A27013-2,A47332-0
A27013-2,A49673-2
A27013-2,A51793-1
A27013-2,A52311-18
A27013-2,A52382-16
A27013-3,A35953-1
A27013-3,A52243-21-1
A27013-3,A52373-0-0
A27014-25,A7893-0
A27014-31,A51589-0
A27014-31,A52163-1
A27014-4,A27047-0-0
A27014-4,A27237-1
A27014-4,A27462-2
A27014-4,A27921-4
A27014-4,A28270-0-2
A27014-4,A29233
A27014-4,A42820-5
A27014-4,A49676-Unknow4
A27014-4,A50948-23
A27014-4,A51046-2
A27014-4,A51089-2
A27014-4,A51089-5
A27014-4,A52237-7
A27014-4,A52281-14
A27014-4,A52281-3
A27014-4,A6744-1
A27014-4,A7008-11
A27014-4,A7042-0
A27014-Unknow0,A6744-1
A27014-Unknow0,A6744-Unknow0
A27015-1-0,A27459-14
A27015-1-0,A28013
A27015-1-0,A9618-0
A27015-18-0,A43172-0
A27015-19,A43172-0
A27015-19,A52247-0
A27015-26,A52329-1
A27015-46,A46078-0
A27015-46,A46806-1
A27015-7,A35953-1
A27015-7,A52253-16
A27015-7,A52253-20
A27015-7,A52370-0-2
A27015-7,A8039-0
A27015-78,A8015-2
A27016-0,A42686-0
A27016-0,A449
A27016-0,A4643
A27016-0,A51089-0
A27016-21,A52309-2
A27016-21,A563-0
A27016-Unknow1,A27452-0-0
A27017-0-0,A32619-0
A27017-0-0,A9047-0
A27017-1-0,A27922-0
A27017-1-0,A52254-6-1
A27017-1-2,A27022-1
A27017-1-2,A27922-0
A27017-1-2,A47332-0
A27017-1-2,A49673-2
A27017-1-2,A52272-0-1
A27017-1-2,A52345-0-3
A27017-1-2,A52370-0-2
A27017-1-2,A52373-0-0
A27017-1-2,A52373-3
A27017-1-2,A5258-2
A27017-1-2,A9042-1
A27017-11,A33553-0
A27017-11,A42739-0
A27017-11,A42871-1
A27017-11,A50943-8-2
A27017-14,A38942
A27017-5,A27026-9
A27017-5,A39864-1
A27017-Unknow1,A32311-1
A27017-Unknow1,A39308-1
A27017-Unknow1,A46131-1
A27017-Unknow1,A48191-1
A27018-28,A8015-2
A27018-Unknow2,A27450-18
A27019-3,A52241-5
A27020-1-0,A29386-0
A27020-1-0,A37707-0-2
A27020-1-0,A8006-6
A27020-1-1,A27464-86
A27020-1-1,A37707-0-2
A27020-1-1,A51788-1-0
A27020-1-1,A51797-3
A27020-1-1,A52241-1-1
A27020-1-1,A52281-0
A27020-1-1,A800
A27020-1-1,A8006-6
A27020-3,A8226-0
A27020-3,A8226-1
A27020-Unknow2,A37707-Unknow0
A27020-Unknow2,A50372-0
A27020-Unknow2,A51797-Unknow0
A27020-Unknow2,A7998-0
A27021-0,A37892-0
A27021-0,A506-0
A27021-1,A27443-0-0
A27021-1,A27445-23
A27021-1,A51788-1-0
A27021-1,A51788-1-1
A27021-2,A3449-0
A27021-2,A49687-108
A27021-2,A8030-1-6
A27021-21,A29637-0
A27022-1,A27047-0-0
A27022-1,A27450-46
A27022-1,A27452-62
A27022-1,A27463-66
A27022-1,A28270-1
A27022-1,A35143-2
A27022-1,A35949-4
A27022-1,A45136-0
A27022-1,A47332-0
A27022-1,A49673-2
A27022-1,A49676-0-3
A27022-1,A49682-20
A27022-1,A50957-1
A27022-1,A50962-2
A27022-1,A51157-1
A27022-1,A51389-0
A27022-1,A51390-1
A27022-1,A52235-1
A27022-1,A52254-14
A27022-1,A52255-13-0
A27022-1,A52333-1
A27022-1,A52345-0-0
A27022-1,A52370-0-2
A27022-1,A52373-0-0
A27022-1,A52373-0-1
A27022-1,A52373-3
A27022-1,A52556-0
A27022-1,A6737-1
A27022-1,A8021-2
A27022-1,A9631-3
A27022-12,A28897-0
A27022-12,A35956-3
A27022-5,A35956-3
A27022-5,A8047-1
A27023-43,A47354-0
A27023-43,A51184-2
A27023-43,A8006-6
A27023-Unknow0,A42677-0
A27023-Unknow0,A50944-Unknow0
A27024-0,A49674-0-3
A27024-0,A51187-2
A27024-0,A51345-1
A27024-0,A52373-0-0
A27024-5,A34188-1
A27024-5,A43976-8
A27025-0-0,A27322-0
A27025-0-0,A27450-43
A27025-0-0,A46924-0
A27025-0-0,A49668-17
A27025-0-0,A50796-1
A27025-0-0,A50801-0
A27025-0-0,A51046-0
A27025-0-0,A51380-0
A27025-0-0,A51793-1
A27025-0-0,A52311-18
A27025-0-0,A52373-0-0
A27025-19,A45860-7
A27025-19,A8014-0
A27025-29,A51380-0
A27025-30,A52371-0-0
A27025-30,A8307
A27026-12,A6744-1
A27026-22,A27452-49
A27026-22,A51607-0
A27026-72,A27220-0-1
A27026-72,A52241-3-2
A27026-72,A52256-0-3
A27026-8-0,A28275-4
A27026-8-0,A51156-32
A27026-8-0,A6744-1
A27026-8-0,A8020-73
A27026-9,A39864-1
A27027-0-1,A37469
A27027-0-1,A39739-0
A27027-0-2,A27238-0-4
A27027-0-2,A33178
A27027-0-2,A34681-1
A27027-0-2,A37334-0
A27027-0-2,A40236-0
A27027-0-2,A46768-0
A27027-0-2,A51161-1
A27027-0-2,A52371-0-0
A27027-0-2,A52373-0-0
A27027-0-3,A27464-1
A27027-0-3,A52371-0-0
A27027-0-4,A27464-1
A27027-0-4,A30282-0
A27027-0-4,A31101-2
A27027-0-4,A42659
A27027-0-4,A45223-0
A27027-0-4,A45267-0
A27027-0-4,A50962-2
A27027-0-4,A52216
A27027-0-4,A52345-0-3
A27027-0-4,A52554-0
A27027-0-4,A8016-17
A27027-0-4,A8468-0
A27027-0-4,A9549-2
A27027-118,A27237-0
A27027-118,A36252-0
A27027-118,A39926
A27027-118,A42826-1
A27027-118,A52370-0-2
A27027-118,A52656
A27027-118,A52657
A27027-118,A8020-Unknow1
A27027-3,A7892-0
A27027-39,A33170-0
A27027-39,A51168-16
A27027-46,A49673-49
A27027-46,A49678-3
A27027-46,A52329-1
A27027-46,A52659
A27027-46,A7232-0
A27027-46,A9641-3
A27027-51,A35956-0
A27027-51,A51386-1
A27027-6,A43433-3
A27027-6,A49678-3
A27027-6,A7232-0
A27027-65,A47332-0
A27027-9,A40158-0
A27027-9,A52373-0-0
A27027-90,A51788-7
A27027-90,A52310-9
A27027-92,A40158-0
A27027-92,A51070-0
A27027-Unknow6,A27237-Unknow2
A27027-Unknow6,A42723-Unknow0
A27027-Unknow6,A52370-0-2
A27028-2-0,A35555-0
A27028-2-0,A51380-0
A27028-23,A30084-0
A27028-23,A6830
A27028-23,A8623-0
A27028-23,A9410
A27028-28,A35135-0
A27028-28,A52356-1
A27028-29,A49680-12
A27028-29,A51380-0
A27028-42,A42443-0
A27028-42,A50832-6
A27028-48,A32466-0
A27034-0,A27047-5
A27034-0,A7232-0
A27034-2,A27224-3
A27034-2,A28183-2
A27034-2,A28270-1
A27043,A29203-0
A27043,A34558
A27043,A46933-0
A27043,A49687-Unknow7
A27043,A52163-1
A27043,A5917
A27045-0,A27110-0
A27045-0,A27223-1
A27045-0,A27445-0
A27045-0,A28821-0
A27045-0,A35416-5
A27045-0,A40270-0
A27045-0,A42826-Unknow0
A27045-0,A43981-4
A27045-0,A45066-0
A27045-0,A51352-4
A27045-0,A51788-1-0
A27045-0,A52243-0-3
A27045-0,A52370-0-2
A27045-0,A7232-0
A27045-0,A8047-4-0
A27045-0,A8047-4-1
A27045-1,A27452-0-0
A27045-1,A50814-0
A27045-2,A51167-18
A27045-5,A31630
A27045-5,A35694-0
A27045-5,A4122-0
A27045-5,A8729-0
A27047-0-0,A27463-66
A27047-0-0,A27921-4
A27047-0-0,A28270-0-2
A27047-0-0,A40158-0
A27047-0-0,A46618-0
A27047-0-0,A47332-0
A27047-0-0,A49635-1
A27047-0-0,A49676-5-2
A27047-0-0,A49682-0-1
A27047-0-0,A50948-23
A27047-0-0,A52254-4
A27047-0-0,A52358-0-4
A27047-0-0,A52555-2
A27047-0-0,A7232-0
A27047-0-1,A52358-0-4
A27047-0-4,A39308-0
A27047-0-4,A49682-0-1
A27047-0-4,A7232-0
A27047-5,A27921-0
A27047-5,A28270-1
A27047-5,A37738-1
A27047-5,A49676-5-2
A27047-5,A49682-0-1
A27047-5,A50948-23
A27047-5,A51164-1
A27047-5,A51184-1
A27047-5,A51187-0
A27047-5,A52254-4
A27047-5,A52555-2
A27047-5,A7232-0
A27047-5,A8006-2
A27047-Unknow0,A51781-0
A27047-Unknow0,A52254-4
A27047-Unknow0,A52555-2
A27049-0,A2920-0
A27049-0,A38404-0
A27049-0,A8020-57
A27049-1,A33170-0
A27049-3,A27296-1
A27049-3,A33558-0
A27049-3,A8020-39
A27049-5,A2920-0
A27049-5,A33553-0
A27049-5,A33558-0
A27049-5,A8020-82
A27049-6,A33170-0
A27050-2,A28274-0-3
A27050-2,A44402
A27050-2,A49944-2
A27050-2,A7232-0
A27050-2,A7892-0
A27055-0,A31370-0
A27055-0,A32253-0
A27055-0,A51828-1
A27056-2,A38096
A27056-2,A6744-1
A27066-0-1,A27380-0
A27076-0,A31184
A27076-0,A49685-7-0
A27076-0,A8079-0
A27076-8,A31184
A27110-0,A42826-Unknow0
A27110-0,A45066-0
A27110-0,A52370-0-2
A27111-0,A39899-2
A27111-0,A52593-0
A27121-0,A32399-0
A27121-0,A50687-1
A27121-0,A5690
A27123-0,A27124-0
A27123-0,A32351-0
A27123-0,A39276-0
A27124-0,A32351-0
A2713-0,A30215
A2713-0,A49696
A2713-0,A50502-0
A2713-0,A5959-0
A2713-0,A875
A27160-0,A30588-0
A27160-0,A33564-1
A27160-0,A37503-0
A27160-0,A38619-0
A27160-0,A49557-0
A27160-1,A33564-0
A27160-1,A37503-1
A27160-1,A6926-0
A27184-0,A28666-2
A27184-0,A32840
A27189-0-0,A44820-0
A27189-0-0,A44821-0
A27189-0-0,A49686-3
A27189-0-0,A8009-2-0
A27189-5,A38077-1
A27189-5,A44820-0
A27189-5,A49686-3
A27189-5,A50791-1
A27219-0-1,A32930
A27219-0-1,A3781
A27219-0-1,A4256-0
A27219-0-1,A4261-1
A27219-10,A3515-0
A27219-10,A35694-0
A27219-10,A40370-0
A27219-10,A4122-0
A27219-10,A47461-1
A27219-10,A6715-0
A27219-3-0,A50950-1-0
A27219-3-0,A51510-3
A27219-30,A43494-0
A27219-30,A45893-2
A27219-30,A4656-0
A27219-5,A32296-0
A27219-5,A45893-2
A27220-0-0,A29080-0
A27220-0-0,A33763-0
A27220-0-0,A45267-0
A27220-0-0,A45957-0
A27220-0-0,A49935-0
A27220-0-0,A5079-0
A27220-0-0,A50804-0
A27220-0-0,A51589-0
A27220-0-0,A51607-0
A27220-0-0,A52163-1
A27220-0-0,A8008-39
A27220-0-0,A8008-41
A27220-0-1,A27455-0
A27220-0-1,A44580-0
A27220-0-1,A45255-2
A27220-0-1,A45911-23
A27220-0-1,A51155-2
A27220-0-1,A52241-3-2
A27220-0-1,A52256-0-3
A27220-10,A47773-0
A27220-5,A45957-1
A27220-5,A52163-1
A27222-0,A47311-0
A27222-0,A6737-1
A27223-1,A8047-4-1
A27224-1-0,A52358-0-4
A27224-26,A52357-0-1
A27224-3,A28183-2
A27224-3,A52358-0-4
A27224-3,A8007-0-1
A27224-4-1,A30105-0
A27224-4-1,A39759-0
A27224-4-1,A41419-0
A27224-4-1,A42967
A27224-4-1,A43614-0
A27224-4-1,A47562-0
A27224-4-1,A51801-0
A27224-4-1,A52311-1
A27226-28,A42467-1
A27226-28,A51379-Unknow0
A27226-28,A8009-8
A27226-4,A46240-0
A27228-0,A38307-0
A27228-0,A44352
A27228-0,A52370-0-2
A27228-1,A2997-2
A27228-1,A35135-0
A27228-1,A52356-1
A27228-2,A52373-0-0
A27228-2,A9640-0
A27228-3,A35144-0-1
A27228-3,A49937-0
A27228-3,A51154-0
A27228-6,A43429-0
A27228-6,A51350-0
A27229-1,A52243-17
A27229-1,A8014-0
A27229-1,A8041-3
A27229-7,A32573-0
A27229-7,A8014-0
A27230-2,A42816-0
A27233-1,A27452-0-0
A27233-1,A52287-1
A27237-0,A36252-0
A27237-0,A39926
A27237-0,A42826-1
A27237-0,A52370-0-2
A27237-0,A52656
A27237-0,A52657
A27237-0,A8020-Unknow1
A27237-1,A28180-1
A27237-1,A42820-5
A27237-1,A7008-11
A27237-Unknow2,A29388-1
A27237-Unknow2,A42723-Unknow0
A27237-Unknow2,A51820-Unknow2
A27237-Unknow2,A52370-0-2
A27238-0-4,A27392-0
A27238-0-4,A27426-0
A27238-0-4,A27655-0
A27238-0-4,A31119-0
A27238-0-4,A3173-0
A27238-0-4,A32311-1
A27238-0-4,A32824-0
A27238-0-4,A36602-0
A27238-0-4,A37334-0
A27238-0-4,A39308-0
A27238-0-4,A39864-0
A27238-0-4,A39940-0
A27238-0-4,A41934-0
A27238-0-4,A46380-0
A27238-0-4,A49676-0-2
A27238-0-4,A49678-0-1
A27238-0-4,A50063-0
A27238-0-4,A51802-4
A27238-0-4,A7232-0
A27239-0,A49218
A27239-0,A49491-0
A27239-0,A51813-0-0
A27239-0,A52241-0
A27239-0,A6131-0
A27239-15,A36454-0
A27239-32,A51607-0
A27239-32,A8007-0-1
A27239-33,A8007-0-1
A27239-6-1,A28116-8
A27239-6-1,A51095-2
A27239-6-1,A8007-0-1
A27240-3,A32246-0
A27240-3,A51377-0
A2727,A27757-0
A2727,A39739-0
A2727,A43662-0
A27271-1,A40057-0
A27271-1,A43367-2
A27271-1,A44017-0
A27271-1,A5192-0
A27271-4,A27308-0
A27271-4,A40057-0
A2729-0,A35671-0
A2729-0,A46646-0
A27291-0,A43797-1
A27291-1,A30223-0
A27295,A38767-2
A27295,A7118
A27296-0,A27452-27
A27296-0,A27914-7
A27296-0,A29075-0
A27296-0,A29314-0
A27296-0,A29314-1
A27296-0,A36601-1
A27296-0,A37738-0
A27296-0,A37738-1
A27296-0,A38480-1
A27296-0,A38480-3
A27296-0,A38480-4
A27296-0,A49674-5-2
A27296-0,A49674-94
A27296-0,A50337
A27296-0,A51024-1
A27296-0,A51348-Unknow1
A27296-0,A51390-1
A27296-0,A52249-22
A27296-0,A6062
A27296-0,A8015-1-0
A27296-1,A33558-0
A27296-1,A8020-39
A27303-1,A32130-0
A27303-1,A43413-19
A27308-0,A40057-0
A27317,A43487-1
A27317,A51243
A27317,A7703-2
A27322-0,A30000-1
A27322-0,A46924-0
A27322-0,A50801-0
A27322-0,A52372-0-1
A27322-0,A52372-4
A27322-0,A7706-0
A27341,A27653
A27341,A34416-0
A27343-0,A44546-0
A27343-1,A44546-0
A27354-0,A28887-0
A27354-0,A33448-9
A27354-0,A44207-0
A27354-0,A48083-0
A27354-0,A48293-0
A27354-0,A49680-0-3
A27354-0,A51080-0
A27354-0,A7232-0
A27354-1,A27925-18
A27354-1,A49238-0
A27354-1,A49238-1
A27354-1,A8006-2
A27365,A8040-1
A27374-0,A38656
A27377-0,A27380-0
A27377-0,A28821-0
A27377-0,A40270-3
A27377-0,A43430-0
A27380-0,A28821-0
A27380-0,A30196
A27380-0,A35511-0
A27380-0,A40270-3
A27380-0,A43430-0
A27380-0,A43430-1
A27380-0,A8009-8
A27392-0,A32824-0
A27398-0,A29294-0
A27398-0,A36280-0
A27398-0,A39899-0
A27398-0,A8341-0
A27412,A27953-0
A27426-0,A27655-0
A27426-0,A28764-0
A27426-0,A32968-1
A27426-0,A37978-0
A27426-0,A39995-0
A27426-0,A45898-0
A27426-0,A51437
A27426-0,A52013
A27443-0-0,A27445-1
A27443-0-0,A27445-23
A27443-0-0,A51788-1-0
A27443-0-0,A51788-1-1
A27443-0-0,A52256-14
A27443-0-0,A825-0
A27444-15,A32246-0
A27444-22,A27922-0
A27444-22,A52243-2
A27445-0,A29479-0
A27445-0,A7232-0
A27445-1,A52256-14
A27445-1,A825-0
A27445-23,A51788-1-0
A27445-23,A51788-1-1
A27445-9,A49686-86
A27445-9,A52241-5
A27446-0,A45258-0-3
A27446-0,A45258-1-1
A27446-14,A27459-14
A27446-14,A51091-1
A27446-14,A52241-5
A27446-18,A27459-14
A27446-18,A51091-1
A27446-2,A27609-0
A27446-2,A37334-0
A27446-2,A52311-1
A27446-2,A6744-2
A27448-7,A35117-0
A27448-7,A3515-0
A27448-7,A35492
A27448-7,A35694-0
A27448-7,A40370-2
A27448-7,A4122-0
A27448-7,A49597-0
A27448-7,A6715-0
A27450-18,A27912-18
A27450-18,A33558-0
A27450-18,A33558-1
A27450-18,A33558-2
A27450-18,A3449-0
A27450-18,A37725-1
A27450-18,A39753-0
A27450-18,A45263-7
A27450-18,A45267-Unknow1
A27450-18,A49685-7-0
A27450-18,A49688-22
A27450-18,A49763-0
A27450-18,A51039-1
A27450-18,A51511
A27450-18,A51813-0-0
A27450-18,A52252-24
A27450-18,A52252-3-1
A27450-18,A52252-9
A27450-18,A52282-2
A27450-18,A52282-4
A27450-18,A52356-0-1
A27450-18,A52384-11
A27450-18,A52556-0
A27450-18,A5469
A27450-18,A6716-0
A27450-18,A8015-17
A27450-18,A8030-1-6
A27450-30,A35671-0
A27450-41,A33553-0
A27450-41,A37707-0-2
A27450-41,A42739-0
A27450-43,A49668-17
A27450-43,A51380-0
A27450-46,A51389-0
A27450-Unknow2,A33558-4
A27450-Unknow2,A38460-0
A27450-Unknow2,A45848-Unknow0
A27450-Unknow2,A49763-0
A27450-Unknow2,A50681-2
A27452-0-0,A28180-1
A27452-0-0,A28242-1
A27452-0-0,A31221-1
A27452-0-0,A34289
A27452-0-0,A46630-0
A27452-0-0,A49686-25
A27452-0-0,A49935-0
A27452-0-0,A50814-0
A27452-0-0,A51089-4
A27452-0-0,A51457-6
A27452-0-0,A51813-0-0
A27452-0-0,A52252-28
A27452-0-0,A52255-1-2
A27452-0-0,A52286-4
A27452-0-0,A52287-1
A27452-0-0,A52333-0
A27452-0-0,A52383-0-0
A27452-0-0,A6744-2
A27452-0-0,A7025
A27452-0-0,A8020-0-3
A27452-43,A29637-0
A27452-49,A45086-20
A27452-49,A51154-0
A27452-49,A51154-8
A27452-49,A51607-0
A27452-49,A8020-18-0
A27452-62,A50957-1
A27454-1,A35954-0-2
A27454-23,A3641
A27454-35,A35965-1
A27454-35,A42723-0
A27454-35,A52370-0-2
A27454-4-0,A43986-0
A27454-4-0,A45258-0-3
A27454-4-0,A52346-4
A27454-5-1,A27456-1
A27454-5-1,A37213-0
A27455-0,A37687-0
A27455-0,A45255-2
A27456-1,A37213-0
A27459-0-0,A49674-33
A27459-0-0,A51349-1
A27459-0-0,A8033-2
A27459-14,A51091-1
A27459-14,A9618-0
A27459-5,A34799-0
A27460-1,A46380-0
A27460-1,A51820-0-1
A27460-25,A38738
A27460-25,A42347-0
A27460-25,A45174-3
A27460-25,A45400-1
A27460-33,A34125-0
A27460-33,A47382-0
A27461-4,A49676-36
A27461-4,A52251-46
A27462-0,A52231-3
A27462-0,A52255-0-0
A27462-0,A52255-0-1
A27462-19,A42592-1
A27462-2,A28115-9
A27462-2,A42592-2
A27462-2,A50960-0-0
A27462-2,A51046-8
A27462-2,A51089-5
A27462-2,A52345-1
A27462-2,A6744-1
A27462-2,A8019-18
A27463-10,A32347-0
A27463-15-1,A52358-0-4
A27463-49,A52163-1
A27463-58,A29195-1
A27463-66,A47332-0
A27463-66,A49676-5-2
A27463-66,A7232-0
A27464-1,A27920-9
A27464-1,A29388-0
A27464-1,A29388-1
A27464-1,A30282-0
A27464-1,A31101-2
A27464-1,A33641-1
A27464-1,A37700-1
A27464-1,A42659
A27464-1,A42738-1
A27464-1,A42911-3
A27464-1,A45223-0
A27464-1,A45263-3
A27464-1,A45267-0
A27464-1,A46800
A27464-1,A47948-0
A27464-1,A49674-10-0
A27464-1,A50962-2
A27464-1,A51099-12
A27464-1,A51592-1
A27464-1,A52216
A27464-1,A52237-21
A27464-1,A52241-0
A27464-1,A52244-1
A27464-1,A52345-0-3
A27464-1,A52370-0-2
A27464-1,A52371-0-0
A27464-1,A52554-0
A27464-1,A52658
A27464-1,A8016-17
A27464-1,A8030-1-6
A27464-1,A8468-0
A27464-1,A9549-2
A27464-8-1,A42738-1
A27464-86,A37707-0-2
A27464-86,A8006-6
A27464-95,A35143-2
A27464-95,A49673-2
A27464-95,A52382-16
A27466-14,A7041
A27466-14,A9507
A27471-2,A43712-0
A2752,A44936
A27526-3,A30599-0
A27526-3,A39995-0
A27527-1,A36601-0
A27527-1,A37738-0
A27550-0,A34033-0
A27550-0,A39910-0
A27550-0,A44672-1
A27550-0,A46115-1
A27550-0,A46646-0
A27550-0,A46646-2
A27550-0,A8003-0-0
A27550-0,A8252-0
A27550-1,A46115-3-2
A27550-1,A46646-2
A27550-1,A46646-4
A27552-0,A30018-0
A27552-0,A41509-0
A27552-0,A42372-0
A27552-0,A43665-0
A27583,A46115-1
A27583,A46646-2
A27586,A33259-0
A27597-0,A37778
A27597-0,A44573-0
A27598-0,A49508-0
A27598-1,A49508-0
A27599-0,A7700-0
A27601-0,A31109-0
A27601-0,A38541-0
A27601-0,A38730
A27601-0,A46240-0
A27604-0,A37364-0
A27604-0,A38299-0
A27604-0,A51453
A27609-0,A52311-1
A27609-0,A6744-2
A2762,A35173
A2762,A50218-0
A27653,A34416-0
A27655-0,A31916
A27655-0,A52286-2-0
A27655-0,A8518-2
A27664-0,A51360-6
A27664-0,A6487-1
A27664-0,A9661-1
A27693-0,A36983-0
A277,A28821-0
A277,A7232-0
A27751-0,A40113-0
A27751-0,A5152-0
A27757-0,A39739-0
A27757-0,A43662-0
A27757-0,A44313
A27757-0,A52244-15
A27762,A36961-0
A27812-1,A46803-0
A27812-1,A50957-0
A27812-1,A51350-2
A27812-1,A7305-0
A27835-0,A28112-3
A27835-0,A49688-7-1
A27835-0,A7892-0
A27835-0,A8015-8
A27835-0,A8468-1
A27835-0,A9399-0
A27844-0,A30883-0
A27844-0,A36352-0
A27844-0,A37026-0
A27844-0,A47454-1
A27844-0,A48082-1
A27844-1,A33383-1
A27865-0,A40158-0
A27865-0,A46618-0
A27865-0,A51070-0
A27879-0,A28275-4
A27879-0,A51046-8
A27879-0,A52237-0-1
A27879-0,A52345-1
A27879-0,A6131-0
A27879-0,A6744-1
A27879-0,A7246-0
A27905-0,A39739-0
A27905-0,A52031-0
A27909-0,A315-0
A27909-0,A4513
A27909-0,A9088-0
A27909-0,A9494-0
A27912-18,A3449-0
A27912-18,A45267-Unknow1
A27912-18,A52384-11
A27912-18,A8030-1-6
A27914-3,A50814-0
A27914-7,A37738-1
A27915-0,A52255-0-1
A27915-1,A52255-0-1
A27920-9,A51592-1
A27920-9,A52244-1
A27921-0,A50948-23
A27921-0,A51184-1
A27921-4,A50948-23
A27922-0,A28270-0-2
A27922-0,A42811-0
A27922-0,A43487-0
A27922-0,A43982-0
A27922-0,A47394-0
A27922-0,A51607-0
A27922-0,A52241-0
A27922-0,A52243-2
A27922-0,A52358-0-4
A27922-0,A6737-1
A27922-1,A43494-0
A27922-1,A5952-0
A27923-2-0,A47394-0
A27923-3,A29388-0
A27924-13,A52345-1
A27925-0,A47130-0
A27925-1,A44615
A27925-1,A46776-0
A27925-1,A51386-1
A27925-18,A45269-14
A27925-18,A46776-0
A27925-18,A51295-2
A27925-18,A52253-16
A27925-18,A8006-2
A27925-3,A52370-0-2
A27925-5,A31767
A27925-5,A51813-0-0
A27952-0,A47612-0
A27952-0,A49674-0-3
A27952-0,A5072-0
A27953-0,A4863-0
A27955-0,A32475-1
A27955-0,A33227-0
A27955-0,A49680-Unknow0
A27955-0,A50156-0
A27955-0,A50853-0
A27955-0,A51871-0
A27955-0,A7118
A27955-0,A7270-0
A27955-0,A7759-Unknow0
A27955-0,A8009-24
A2797-0,A35718-1
A2797-0,A37961-0
A2797-0,A40090-0
A2797-0,A4731-0
A2797-0,A4732-0
A2797-0,A50051-0
A27991-0,A48163-0
A280-2,A38307-0
A2800-2,A28671-2
A2800-2,A28683
A2800-2,A29518-0
A2800-2,A32014-0
A2800-2,A33353-2
A2800-2,A33475-0
A2800-2,A38293-1
A2800-2,A4420-0
A2800-2,A44760-0
A2800-2,A45795-0
A2800-2,A52245-Unknow4
A2800-2,A52348-1
A2800-2,A52370-Unknow1
A2800-2,A7232-0
A2800-2,A9745
A28008-0,A289
A28008-0,A34344
A28008-0,A35583-0
A28008-0,A48607-0
A28008-0,A48607-1
A28008-0,A49912-0
A28008-0,A6115
A28008-0,A6147-0
A28008-0,A6273-0
A28008-0,A8319-0
A28008-0,A8669-0
A28051-0,A41992-0
A28051-0,A42764-0
A28062,A32312-1
A28062,A50782-0
A28062,A588-0
A2809-0,A39125-0
A2809-0,A43400-11
A2809-0,A49509
A2809-0,A49763-0
A2809-0,A51779-0
A28111-4,A47332-0
A28111-4,A49673-2
A28112-0-2,A37601-0
A28112-0-2,A52486-0
A28112-0-2,A6716-0
A28112-0-2,A9399-0
A28112-1,A8021-19
A28112-3,A7892-0
A28112-3,A9399-0
A28114-0,A52383-14
A28114-3,A51599-0
A28115-5,A34766-0
A28115-5,A47562-0
A28115-5,A8003-22
A28115-7,A39739-0
A28115-7,A43662-0
A28115-9,A6744-1
A28116-8,A51095-2
A28116-8,A8007-0-1
A28125-0,A32014-0
A28125-0,A47571-0
A28125-0,A49678-0-1
A28125-0,A7232-0
A28125-0,A7798-0
A28136,A35485
A28136,A46546-5
A28136,A6091-0
A28136,A9157
A28170,A28887-0
A28170,A29510-0
A28170,A33448-1
A28180-1,A52312-4
A28180-1,A6940-0
A28180-Unknow0,A37909-1
A28242-1,A30241-1
A28242-1,A30553
A28242-1,A34289
A28242-1,A36602-0
A28242-1,A48575
A28252-0,A50764-0
A28258-6,A49688-25
A28258-6,A50943-13
A28261-6,A52163-1
A28264-0,A45258-1-1
A28264-3,A44035-0
A28264-3,A44035-1
A28264-3,A50814-0
A28264-6,A50814-0
A28267-1,A49673-8
A28267-1,A52247-8
